# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PI35L0,33.18704280,-97.12696397,0.00000000,3.00000000,0.00000000
1.00000000,PI35L0,33.18707032,-97.12693846,0.80010000,5.07500000,1.52400000
1.00000000,PCOLR0,33.17379810,-96.64030302,0.07406000,4.07500000,0.14812095
2.00000000,PI35L0,33.18707653,-97.12686569,3.12420000,8.57500000,3.04800000
2.00000000,PCOLR0,33.17382284,-96.64035775,0.22218000,7.57500000,0.14812095
3.00000000,PI35L0,33.18704145,-97.12676278,7.61861000,12.07500000,5.00000000
3.00000000,PCOLR0,33.17381817,-96.64045788,0.37030000,11.07500000,0.14812095
4.00000000,PI35L0,33.18695781,-97.12665246,12.61861000,15.44248319,5.00000000
4.00000000,PCOLR0,33.17376934,-96.64058307,0.51842000,14.57500000,0.14812095
4.00000000,PI30L0,32.77174989,-96.83679052,0.25146000,4.17500000,0.83820000
4.00000000,PTWYR0,32.77837426,-96.80584126,0.17701000,4.07500000,0.35402222
5.00000000,PI35L0,33.18684280,-97.12655967,17.61861000,15.44618967,5.00000000
5.00000000,PCOLR0,33.17368693,-96.64072932,0.66654000,18.00000000,0.14812095
5.00000000,PI30L0,32.77177305,-96.83684719,1.88976000,7.67500000,2.36220000
5.00000000,PTWYR0,32.77842743,-96.80584138,0.53103000,7.57500000,0.35402222
5.00000000,PI35R0,32.80658824,-96.82361251,0.02221800,3.37500000,0.14812095
6.00000000,PI35L0,33.18672534,-97.12647102,22.61861000,15.44989746,5.00000000
6.00000000,PCOLR0,33.17359652,-96.64088974,0.81466000,18.00000000,0.14812095
6.00000000,PI30L0,32.77177468,-96.83694882,5.36861000,11.17500000,5.00000000
6.00000000,PTWYR0,32.77851208,-96.80584157,0.88505000,11.07500000,0.35402222
6.00000000,PI35R0,32.80662173,-96.82364939,0.17033800,6.87500000,0.14812095
6.00000000,PCENL0,33.17375104,-96.64011941,0.03810000,3.47500000,0.30480000
7.00000000,PI35L0,33.18660784,-97.12638236,27.61861000,15.45360655,5.00000000
7.00000000,PCOLR0,33.17350612,-96.64105017,0.96278000,18.00000000,0.14812095
7.00000000,PI30L0,32.77177432,-96.83708800,10.36861000,14.67500000,5.00000000
7.00000000,PTWYR0,32.77862820,-96.80584183,1.23907000,14.57500000,0.35402222
7.00000000,PI35R0,32.80665620,-96.82373311,0.31845800,10.37500000,0.14812095
7.00000000,PCENL0,33.17378357,-96.64015920,1.14300000,6.97500000,1.82880000
8.00000000,PI35L0,33.18649032,-97.12629367,32.61861000,15.45731695,5.00000000
8.00000000,PCOLR0,33.17341571,-96.64121060,1.11090000,18.00000000,0.14812095
8.00000000,PI30L0,32.77177390,-96.83725246,15.36861000,15.44452159,5.00000000
8.00000000,PTWYR0,32.77877577,-96.80584216,1.59309000,18.00000000,0.35402222
8.00000000,PI35R0,32.80670441,-96.82385052,0.46657800,13.87500000,0.14812095
8.00000000,PCENL0,33.17379738,-96.64025152,3.77190000,10.47500000,3.35280000
8.00000000,PBUSL0,32.84906776,-96.56115247,0.02383600,3.27500000,0.23836723
9.00000000,PI35L0,33.18637278,-97.12620497,37.61861000,15.46102866,5.00000000
9.00000000,PCOLR0,33.17332530,-96.64137102,1.25902000,18.00000000,0.14812095
9.00000000,PI30L0,32.77177347,-96.83741767,20.36861000,15.44822879,5.00000000
9.00000000,PTWYR0,32.77893765,-96.80584252,1.94711000,18.00000000,0.35402222
9.00000000,PI35R0,32.80676643,-96.82400158,0.61469800,17.37500000,0.14812095
9.00000000,PCENL0,33.17377283,-96.64037985,8.61861000,13.97500000,5.00000000
9.00000000,PBUSL0,32.84911371,-96.56115422,0.26219600,6.77500000,0.23836723
10.00000000,PI35L0,33.18625520,-97.12611624,42.61861000,15.46474168,5.00000000
10.00000000,PCOLR0,33.17323489,-96.64153145,1.40714000,18.00000000,0.14812095
10.00000000,PI30L0,32.77177304,-96.83758292,25.36861000,15.45193730,5.00000000
10.00000000,PTWYR0,32.77909952,-96.80584289,2.30113000,18.00000000,0.35402222
10.00000000,PI35R0,32.80683731,-96.82417424,0.76281800,18.00000000,0.14812095
10.00000000,PCENL0,33.17370450,-96.64052032,13.61861000,15.44322438,5.00000000
10.00000000,PBUSL0,32.84919112,-96.56115716,0.50055600,10.27500000,0.23836723
11.00000000,PI35L0,33.18613759,-97.12602749,47.61861000,15.46845601,5.00000000
11.00000000,PCOLR0,33.17314449,-96.64169187,1.55526000,18.00000000,0.14812095
11.00000000,PI30L0,32.77177262,-96.83774821,30.36861000,15.45564711,5.00000000
11.00000000,PTWYR0,32.77926140,-96.80584325,2.65515000,18.00000000,0.35402222
11.00000000,PI35R0,32.80690836,-96.82434729,0.91093800,18.00000000,0.14812095
11.00000000,PCENL0,33.17360495,-96.64063530,18.61861000,15.44693112,5.00000000
11.00000000,PBUSL0,32.84930000,-96.56116130,0.73891600,13.77500000,0.23836723
12.00000000,PI35L0,33.18601996,-97.12593872,52.61861000,15.47217165,5.00000000
12.00000000,PCOLR0,33.17305408,-96.64185230,1.70338000,18.00000000,0.14812095
12.00000000,PI30L0,32.77177219,-96.83791354,35.36861000,15.45935823,5.00000000
12.00000000,PTWYR0,32.77942328,-96.80584362,3.00917000,18.00000000,0.35402222
12.00000000,PI35R0,32.80697941,-96.82452035,1.05905800,18.00000000,0.14812095
12.00000000,PCENL0,33.17348285,-96.64071337,23.61861000,15.45063917,5.00000000
12.00000000,PBUSL0,32.84944033,-96.56116663,0.97727600,17.27500000,0.23836723
12.00000000,PNHWL0,33.02060703,-96.51713740,0.51816000,4.67500000,1.21920000
13.00000000,PI35L0,33.18590230,-97.12584993,57.61861000,15.47588860,5.00000000
13.00000000,PCOLR0,33.17296367,-96.64201272,1.85150000,18.00000000,0.14812095
13.00000000,PI30L0,32.77177177,-96.83807890,40.36861000,15.46307066,5.00000000
13.00000000,PTWYR0,32.77958516,-96.80584398,3.36319000,18.00000000,0.35402222
13.00000000,PI35R0,32.80705046,-96.82469340,1.20717800,18.00000000,0.14812095
13.00000000,PCENL0,33.17334935,-96.64075931,28.61861000,15.45434853,5.00000000
13.00000000,PBUSL0,32.84960161,-96.56117276,1.21563600,18.00000000,0.23836723
13.00000000,PNHWL0,33.02066560,-96.51713740,2.53746000,8.17500000,2.74320000
14.00000000,PI35L0,33.18578461,-97.12576112,62.61861000,15.47960686,5.00000000
14.00000000,PCOLR0,33.17287326,-96.64217315,1.99962000,18.00000000,0.14812095
14.00000000,PI30L0,32.77177134,-96.83824431,45.36861000,15.46678440,5.00000000
14.00000000,PTWYR0,32.77974703,-96.80584435,3.71721000,18.00000000,0.35402222
14.00000000,PI35R0,32.80712151,-96.82486646,1.35529800,18.00000000,0.14812095
14.00000000,PCENL0,33.17321528,-96.64080317,33.61861000,15.45805919,5.00000000
14.00000000,PBUSL0,32.84976341,-96.56117891,1.45399600,18.00000000,0.23836723
14.00000000,PNHWL0,33.02075565,-96.51713740,6.61861000,11.67500000,5.00000000
14.00000000,PTWYL0,33.09719634,-96.82957283,0.02286000,3.37500000,0.22860000
