# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PCOLL0,33.02200248,-96.99358243,0.00000000,3.00000000,0.00000000
1.00000000,PCOLL0,33.02203000,-96.99355696,0.80010000,5.07500000,1.52400000
2.00000000,PCOLL0,33.02205553,-96.99348937,3.12420000,8.57500000,3.04800000
2.00000000,P635L0,32.79251737,-96.62999896,0.72390000,4.97500000,1.44780000
2.00000000,PTWYR0,32.77837992,-96.80584127,0.23011300,4.37500000,0.35402222
2.00000000,PI30L0,32.77175132,-96.83679199,0.29718000,4.27500000,0.91440000
3.00000000,PCOLL0,33.02209392,-96.99338750,7.61861000,12.07500000,5.00000000
3.00000000,P635L0,32.79257795,-96.63000983,2.97180000,8.47500000,2.97180000
3.00000000,PTWYR0,32.77843579,-96.80584139,0.58413300,7.87500000,0.35402222
3.00000000,PI30L0,32.77177282,-96.83685077,2.01168000,7.77500000,2.43840000
3.00000000,PCOLR0,33.17380872,-96.64031717,0.13330800,4.87500000,0.14812095
4.00000000,PCOLL0,33.02214518,-96.99325145,12.61861000,15.44248319,5.00000000
4.00000000,P635L0,32.79266966,-96.63002628,7.36861000,11.97500000,5.00000000
4.00000000,PTWYR0,32.77852314,-96.80584159,0.93815300,11.37500000,0.35402222
4.00000000,PI30L0,32.77177368,-96.83695353,5.61861000,11.27500000,5.00000000
4.00000000,PCOLR0,33.17381904,-96.64038704,0.28142800,8.37500000,0.14812095
4.00000000,P635L1,32.79250305,-96.62999639,0.29718000,4.27500000,0.91440000
4.00000000,PI35R0,32.80658972,-96.82361299,0.02962400,3.47500000,0.14812095
5.00000000,PCOLL0,33.02220212,-96.99310035,17.61861000,15.44618967,5.00000000
5.00000000,P635L0,32.79279247,-96.63004832,12.36861000,15.44229790,5.00000000
5.00000000,PTWYR0,32.77864196,-96.80584186,1.29217300,14.87500000,0.35402222
5.00000000,PI30L0,32.77177332,-96.83709378,10.61861000,14.77500000,5.00000000
5.00000000,PCOLR0,33.17378991,-96.64049028,0.42954800,11.87500000,0.14812095
5.00000000,P635L1,32.79255741,-96.63000614,2.01168000,7.77500000,2.43840000
