# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,P635R0,32.91266151,-96.90611150,0.00000000,3.00000000,0.00000000
1.00000000,P635R0,32.91268903,-96.90608607,0.80010000,5.07500000,1.52400000
2.00000000,P635R0,32.91269524,-96.90601353,3.12420000,8.57500000,3.04800000
2.00000000,PI30L0,32.77173656,-96.83678284,0.01143000,3.27500000,0.15240000
3.00000000,P635R0,32.91266237,-96.90590955,7.61861000,12.07500000,5.00000000
3.00000000,PI30L0,32.77177089,-96.83681690,0.96393000,6.77500000,1.67640000
4.00000000,P635R0,32.91260926,-96.90577469,12.61861000,15.44248319,5.00000000
4.00000000,PI30L0,32.77179076,-96.83690499,3.44043000,10.27500000,3.20040000
5.00000000,P635R0,32.91255027,-96.90562490,17.61861000,15.44618967,5.00000000
5.00000000,PI30L0,32.77179067,-96.83703453,8.11861000,13.77500000,5.00000000
5.00000000,PCOLR0,33.17379810,-96.64030302,0.07406000,4.07500000,0.14812095
6.00000000,P635R0,32.91249127,-96.90547507,22.61861000,15.44989746,5.00000000
6.00000000,PI30L0,32.77179022,-96.83719588,13.11861000,15.44285378,5.00000000
6.00000000,PCOLR0,33.17382284,-96.64035775,0.22218000,7.57500000,0.14812095
7.00000000,P635R0,32.91243226,-96.90532521,27.61861000,15.45360655,5.00000000
7.00000000,PI30L0,32.77178976,-96.83736107,18.11861000,15.44656039,5.00000000
7.00000000,PCOLR0,33.17381817,-96.64045788,0.37030000,11.07500000,0.14812095
7.00000000,PBUSL0,32.84909908,-96.56115366,0.22644200,4.97500000,0.23836723
7.00000000,PBUSR0,32.98687529,-96.93857963,0.02286000,3.37500000,0.22860000
7.00000000,PI30R0,32.89472465,-96.45892612,0.00381000,3.17500000,0.07620000
8.00000000,P635R0,32.91237323,-96.90517532,32.61861000,15.45731695,5.00000000
8.00000000,PI30L0,32.77178929,-96.83752630,23.11861000,15.45026831,5.00000000
8.00000000,PCOLR0,33.17376934,-96.64058307,0.51842000,14.57500000,0.14812095
8.00000000,PBUSL0,32.84916032,-96.56115599,0.46480200,8.47500000,0.23836723
8.00000000,PBUSR0,32.98690878,-96.93854267,1.05156000,6.87500000,1.75260000
8.00000000,PI30R0,32.89475972,-96.45895735,0.88011000,6.67500000,1.60020000
9.00000000,P635R0,32.91231418,-96.90502539,37.61861000,15.46102866,5.00000000
9.00000000,PI30L0,32.77178883,-96.83769157,28.11861000,15.45397753,5.00000000
9.00000000,PCOLR0,33.17368693,-96.64072932,0.66654000,18.00000000,0.14812095
9.00000000,PBUSL0,32.84925301,-96.56115951,0.70316200,11.97500000,0.23836723
9.00000000,PBUSR0,32.98692563,-96.93845238,3.60426000,10.37500000,3.27660000
9.00000000,PI30R0,32.89478256,-96.45904340,3.28041000,10.17500000,3.12420000
9.00000000,PBUSL1,32.84909472,-96.56115349,0.20260600,4.77500000,0.23836723
10.00000000,P635R0,32.91225513,-96.90487542,42.61861000,15.46474168,5.00000000
10.00000000,PI30L0,32.77178837,-96.83785688,33.11861000,15.45768806,5.00000000
10.00000000,PCOLR0,33.17359652,-96.64088974,0.81466000,18.00000000,0.14812095
10.00000000,PBUSL0,32.84937717,-96.56116423,0.94152200,15.47500000,0.23836723
10.00000000,PBUSR0,32.98690537,-96.93832436,8.36861000,13.87500000,5.00000000
10.00000000,PI30R0,32.89477108,-96.45917066,7.86861000,13.67500000,5.00000000
10.00000000,PBUSL1,32.84915416,-96.56115575,0.44096600,8.27500000,0.23836723
10.00000000,P635R1,32.91268798,-96.90608843,0.72390000,4.97500000,1.44780000
10.00000000,PI30L1,32.77174548,-96.83678684,0.13716000,3.87500000,0.60960000
11.00000000,P635R0,32.91219605,-96.90472542,47.61861000,15.46845601,5.00000000
11.00000000,PI30L0,32.77178790,-96.83802223,38.11861000,15.46139990,5.00000000
11.00000000,PCOLR0,33.17350612,-96.64105017,0.96278000,18.00000000,0.14812095
11.00000000,PBUSL0,32.84953133,-96.56117009,1.17988200,18.00000000,0.23836723
11.00000000,PBUSR0,32.98685347,-96.93817441,13.36861000,15.44303908,5.00000000
11.00000000,PI30R0,32.89472463,-96.45932188,12.86861000,15.44266848,5.00000000
11.00000000,PBUSL1,32.84924506,-96.56115921,0.67932600,11.77500000,0.23836723
11.00000000,P635R1,32.91269626,-96.90601729,2.97180000,8.47500000,2.97180000
