# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PCOLL0,33.02200248,-96.99358243,0.00000000,3.00000000,0.00000000
1.00000000,PCOLL0,33.02203000,-96.99355696,0.80010000,5.07500000,1.52400000
1.00000000,P635L0,32.79249416,-96.62999479,0.10668000,3.77500000,0.53340000
2.00000000,PCOLL0,33.02205553,-96.99348937,3.12420000,8.57500000,3.04800000
2.00000000,P635L0,32.79254407,-96.63000375,1.44018000,7.27500000,2.05740000
2.00000000,PNHWL0,33.02058365,-96.51713740,0.02286000,3.37500000,0.22860000
3.00000000,PCOLL0,33.02209392,-96.99338750,7.61861000,12.07500000,5.00000000
3.00000000,P635L0,32.79262510,-96.63001829,4.36861000,10.77500000,5.00000000
3.00000000,PNHWL0,33.02063053,-96.51713740,1.05156000,6.87500000,1.75260000
4.00000000,PCOLL0,33.02214518,-96.99325145,12.61861000,15.44248319,5.00000000
4.00000000,P635L0,32.79273726,-96.63003841,9.36861000,14.27500000,5.00000000
4.00000000,PNHWL0,33.02070888,-96.51713740,3.60426000,10.37500000,3.27660000
4.00000000,P635L1,32.79251306,-96.62999818,0.58293000,4.77500000,1.29540000
5.00000000,PCOLL0,33.02220212,-96.99310035,17.61861000,15.44618967,5.00000000
5.00000000,P635L0,32.79287311,-96.63006279,14.36861000,15.44378031,5.00000000
5.00000000,PNHWL0,33.02081871,-96.51713740,8.36861000,13.87500000,5.00000000
5.00000000,P635L1,32.79257186,-96.63000873,2.67843000,8.27500000,2.81940000
6.00000000,PCOLL0,33.02225907,-96.99294922,22.61861000,15.44989746,5.00000000
6.00000000,P635L0,32.79301046,-96.63008743,19.36861000,15.44748725,5.00000000
6.00000000,PNHWL0,33.02095478,-96.51713740,13.36861000,15.44303908,5.00000000
6.00000000,P635L1,32.79266179,-96.63002487,6.86861000,11.77500000,5.00000000
7.00000000,PCOLL0,33.02231603,-96.99279805,27.61861000,15.45360655,5.00000000
7.00000000,P635L0,32.79314785,-96.63011208,24.36861000,15.45119549,5.00000000
7.00000000,PNHWL0,33.02109368,-96.51713740,18.36861000,15.44674576,5.00000000
