# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PCOLL0,33.02200248,-96.99358243,0.00000000,3.00000000,0.00000000
1.00000000,PCOLL0,33.02203000,-96.99355696,0.80010000,5.07500000,1.52400000
2.00000000,PCOLL0,33.02205553,-96.99348937,3.12420000,8.57500000,3.04800000
2.00000000,PTWYR0,32.77839026,-96.80584129,0.31861800,4.87500000,0.35402222
2.00000000,PTWYL0,33.09720529,-96.82956807,0.17145000,3.97500000,0.68580000
3.00000000,PCOLL0,33.02209392,-96.99338750,7.61861000,12.07500000,5.00000000
3.00000000,PTWYR0,32.77845063,-96.80584143,0.67263800,8.37500000,0.35402222
3.00000000,PTWYL0,33.09723155,-96.82951567,1.65735000,7.47500000,2.20980000
3.00000000,PH12L0,32.78787675,-96.69015716,0.66070600,4.97500000,0.69548575
4.00000000,PCOLL0,33.02214518,-96.99325145,12.61861000,15.44248319,5.00000000
4.00000000,PTWYR0,32.77854247,-96.80584163,1.02665800,11.87500000,0.35402222
4.00000000,PTWYL0,33.09722997,-96.82941657,4.86861000,10.97500000,5.00000000
4.00000000,PH12L0,32.78793786,-96.69015197,1.35618600,8.47500000,0.69548575
5.00000000,PCOLL0,33.02220212,-96.99310035,17.61861000,15.44618967,5.00000000
5.00000000,PTWYR0,32.77866579,-96.80584191,1.38067800,15.37500000,0.35402222
5.00000000,PTWYL0,33.09718502,-96.82929061,9.86861000,14.47500000,5.00000000
5.00000000,PH12L0,32.78803037,-96.69014411,2.05166600,11.97500000,0.69548575
5.00000000,PCOLL1,33.02200975,-96.99358063,0.05715000,3.57500000,0.38100000
6.00000000,PCOLL0,33.02225907,-96.99294922,22.61861000,15.44989746,5.00000000
6.00000000,PTWYR0,32.77881941,-96.80584226,1.73469800,18.00000000,0.35402222
6.00000000,PTWYL0,33.09709695,-96.82916465,14.86861000,15.44415094,5.00000000
6.00000000,PH12L0,32.78815427,-96.69013358,2.74714600,15.47500000,0.69548575
6.00000000,PCOLL1,33.02204121,-96.99353823,1.23825000,7.07500000,1.90500000
7.00000000,PCOLL0,33.02231603,-96.99279805,27.61861000,15.45360655,5.00000000
