# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PI30L0,32.77173371,-96.83678249,0.00000000,3.00000000,0.00000000
1.00000000,PI30L0,32.77176123,-96.83680788,0.80010000,5.07500000,1.52400000
2.00000000,PI30L0,32.77176920,-96.83688042,3.12420000,8.57500000,3.04800000
2.00000000,PBUSL0,32.84907733,-96.56115283,0.09534400,3.87500000,0.23836723
3.00000000,PI30L0,32.77176892,-96.83699179,7.61861000,12.07500000,5.00000000
3.00000000,PBUSL0,32.84912868,-96.56115478,0.33370400,7.37500000,0.23836723
4.00000000,PI30L0,32.77176855,-96.83714052,12.61861000,15.44248319,5.00000000
4.00000000,PBUSL0,32.84921148,-96.56115793,0.57206400,10.87500000,0.23836723
5.00000000,PI30L0,32.77176814,-96.83730571,17.61861000,15.44618967,5.00000000
5.00000000,PBUSL0,32.84932575,-96.56116228,0.81042400,14.37500000,0.23836723
5.00000000,PCOLR0,33.17380755,-96.64031501,0.12590200,4.77500000,0.14812095
6.00000000,PI30L0,32.77176773,-96.83747093,22.61861000,15.44989746,5.00000000
6.00000000,PBUSL0,32.84947148,-96.56116782,1.04878400,17.87500000,0.23836723
6.00000000,PCOLR0,33.17381986,-96.64038330,0.27402200,8.27500000,0.14812095
6.00000000,PI30R0,32.89474970,-96.45894906,0.72390000,4.97500000,1.44780000
6.00000000,PCOLL0,33.02201573,-96.99357696,0.17145000,3.97500000,0.68580000
7.00000000,PI30L0,32.77176732,-96.83763620,27.61861000,15.45360655,5.00000000
7.00000000,PBUSL0,32.84963328,-96.56117397,1.28714400,18.00000000,0.23836723
7.00000000,PCOLR0,33.17379373,-96.64048655,0.42214200,11.77500000,0.14812095
7.00000000,PI30R0,32.89475798,-96.45902019,2.97180000,8.47500000,2.97180000
7.00000000,PCOLL0,33.02204370,-96.99352538,1.65735000,7.47500000,2.20980000
7.00000000,PCOLR1,33.17380505,-96.64031100,0.11109000,4.57500000,0.14812095
8.00000000,PI30L0,32.77176690,-96.83780151,32.61861000,15.45731695,5.00000000
8.00000000,PBUSL0,32.84979507,-96.56118012,1.52550400,18.00000000,0.23836723
8.00000000,PCOLR0,33.17372709,-96.64060916,0.57026200,15.27500000,0.14812095
8.00000000,PI30R0,32.89472977,-96.45912509,7.36861000,11.97500000,5.00000000
8.00000000,PCOLL0,33.02207803,-96.99343427,4.86861000,10.97500000,5.00000000
8.00000000,PCOLR1,33.17382120,-96.64037587,0.25921000,8.07500000,0.14812095
8.00000000,PH12R0,32.86873552,-96.71685186,0.58293000,4.77500000,1.29540000
8.00000000,PI35R0,32.80660012,-96.82361983,0.08146600,4.17500000,0.14812095
8.00000000,PI30L1,32.77174248,-96.83678501,0.08001000,3.67500000,0.45720000
9.00000000,PI30L0,32.77176649,-96.83796685,37.61861000,15.46102866,5.00000000
9.00000000,PBUSL0,32.84995687,-96.56118627,1.76386400,18.00000000,0.23836723
9.00000000,PCOLR0,33.17364179,-96.64076082,0.71838200,18.00000000,0.14812095
9.00000000,PI30R0,32.89468539,-96.45926325,12.36861000,15.44229790,5.00000000
9.00000000,PCOLL0,33.02212526,-96.99330892,9.86861000,14.47500000,5.00000000
9.00000000,PCOLR1,33.17380114,-96.64047881,0.40733000,11.57500000,0.14812095
9.00000000,PH12R0,32.86874783,-96.71678380,2.67843000,8.27500000,2.81940000
9.00000000,PI35R0,32.80662768,-96.82367460,0.22958600,7.67500000,0.14812095
9.00000000,PI30L1,32.77177278,-96.83682989,1.33731000,7.17500000,1.98120000
10.00000000,PI30L0,32.77176608,-96.83813224,42.61861000,15.46474168,5.00000000
10.00000000,PBUSL0,32.85011866,-96.56119242,2.00222400,18.00000000,0.23836723
10.00000000,PCOLR0,33.17355151,-96.64092135,0.86650200,18.00000000,0.14812095
10.00000000,PI30R0,32.89463576,-96.45941774,17.36861000,15.44600432,5.00000000
10.00000000,PCOLL0,33.02218178,-96.99315892,14.86861000,15.44415094,5.00000000
10.00000000,PCOLR1,33.17373788,-96.64060128,0.55545000,15.07500000,0.14812095
10.00000000,PH12R0,32.86872170,-96.71668091,6.86861000,11.77500000,5.00000000
10.00000000,PI35R0,32.80666523,-96.82376605,0.37770600,11.17500000,0.14812095
10.00000000,PI30L1,32.77178182,-96.83692503,4.11861000,10.67500000,3.50520000
10.00000000,PCOLR2,33.17379810,-96.64030302,0.07406000,4.07500000,0.14812095
11.00000000,PI30L0,32.77176566,-96.83829766,47.61861000,15.46845601,5.00000000
11.00000000,PBUSL0,32.85028046,-96.56119857,2.24058400,18.00000000,0.23836723
11.00000000,PCOLR0,33.17346123,-96.64108187,1.01462200,18.00000000,0.14812095
11.00000000,PI30R0,32.89458612,-96.45957227,22.36861000,15.44971204,5.00000000
11.00000000,PCOLL0,33.02223872,-96.99300781,19.86861000,15.44785801,5.00000000
11.00000000,PCOLR1,33.17365334,-96.64075153,0.70357000,18.00000000,0.14812095
11.00000000,PH12R0,32.86864775,-96.71656550,11.86861000,15.27500000,5.00000000
11.00000000,PI35R0,32.80671661,-96.82389115,0.52582600,14.67500000,0.14812095
