# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PBUSL0,32.84906489,-96.56115236,0.00000000,3.00000000,0.00000000
1.00000000,PBUSL0,32.84910133,-96.56115375,0.23836000,5.07500000,0.23836723
1.00000000,PCOLR0,33.17378622,-96.64029666,0.01481200,3.27500000,0.14812095
2.00000000,PBUSL0,32.84916346,-96.56115611,0.47672000,8.57500000,0.23836723
2.00000000,PCOLR0,33.17382055,-96.64033088,0.16293200,6.77500000,0.14812095
2.00000000,PBUSL1,32.84907077,-96.56115258,0.04767200,3.47500000,0.23836723
3.00000000,PBUSL0,32.84925706,-96.56115966,0.71508000,12.07500000,0.23836723
3.00000000,PCOLR0,33.17384042,-96.64041937,0.31105200,10.27500000,0.14812095
3.00000000,PBUSL1,32.84911852,-96.56115440,0.28603200,6.97500000,0.23836723
3.00000000,PCOLR1,33.17379514,-96.64030068,0.05924800,3.87500000,0.14812095
4.00000000,PBUSL0,32.84938211,-96.56116442,0.95344000,15.57500000,0.23836723
4.00000000,PCOLR0,33.17382451,-96.64054744,0.45917200,13.77500000,0.14812095
4.00000000,PBUSL1,32.84919773,-96.56115741,0.52439200,10.47500000,0.23836723
4.00000000,PCOLR1,33.17382283,-96.64035075,0.20736800,7.37500000,0.14812095
5.00000000,PBUSL0,32.84953689,-96.56117030,1.19180000,18.00000000,0.23836723
5.00000000,PCOLR0,33.17376312,-96.64069773,0.60729200,17.27500000,0.14812095
5.00000000,PBUSL1,32.84930840,-96.56116162,0.76275200,13.97500000,0.23836723
5.00000000,PCOLR1,33.17382434,-96.64044885,0.35548800,10.87500000,0.14812095
6.00000000,PBUSL0,32.84969869,-96.56117645,1.43016000,18.00000000,0.23836723
6.00000000,PCOLR0,33.17367279,-96.64085747,0.75541200,18.00000000,0.14812095
6.00000000,PBUSL1,32.84945054,-96.56116702,1.00111200,17.47500000,0.23836723
6.00000000,PCOLR1,33.17378333,-96.64057567,0.50360800,14.37500000,0.14812095
7.00000000,PBUSL0,32.84986049,-96.56118260,1.66852000,18.00000000,0.23836723
7.00000000,PCOLR0,33.17358212,-96.64101769,0.90353200,18.00000000,0.14812095
7.00000000,PBUSL1,32.84961210,-96.56117316,1.23947200,18.00000000,0.23836723
7.00000000,PCOLR1,33.17370284,-96.64072088,0.65172800,17.87500000,0.14812095
8.00000000,PBUSL0,32.85002228,-96.56118875,1.90688000,18.00000000,0.23836723
8.00000000,PCOLR0,33.17349145,-96.64117790,1.05165200,18.00000000,0.14812095
8.00000000,PBUSL1,32.84977389,-96.56117931,1.47783200,18.00000000,0.23836723
8.00000000,PCOLR1,33.17361238,-96.64088127,0.79984800,18.00000000,0.14812095
9.00000000,PBUSL0,32.85018408,-96.56119490,2.14524000,18.00000000,0.23836723
9.00000000,PCOLR0,33.17340077,-96.64133811,1.19977200,18.00000000,0.14812095
9.00000000,PBUSL1,32.84993569,-96.56118546,1.71619200,18.00000000,0.23836723
9.00000000,PCOLR1,33.17352193,-96.64104166,0.94796800,18.00000000,0.14812095
9.00000000,PCENR0,32.76812394,-96.78230014,0.80012400,4.37500000,1.23096552
