# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PI30R0,32.89472323,-96.45892600,0.00000000,3.00000000,0.00000000
1.00000000,PI30R0,32.89475075,-96.45895143,0.80010000,5.07500000,1.52400000
2.00000000,PI30R0,32.89475696,-96.45902395,3.12420000,8.57500000,3.04800000
2.00000000,PCOLL0,33.02200390,-96.99358231,0.00381000,3.17500000,0.07620000
3.00000000,PI30R0,32.89472718,-96.45912946,7.61861000,12.07500000,5.00000000
3.00000000,PCOLL0,33.02203897,-96.99355103,0.88011000,6.67500000,1.60020000
3.00000000,PH12L0,32.78787455,-96.69015735,0.62593200,4.87500000,0.69548575
4.00000000,PI30R0,32.89468249,-96.45926856,12.61861000,15.44248319,5.00000000
4.00000000,PCOLL0,33.02207174,-96.99346861,3.28041000,10.17500000,3.12420000
4.00000000,PH12L0,32.78793477,-96.69015223,1.32141200,8.37500000,0.69548575
4.00000000,PI30L0,32.77176018,-96.83680552,0.72390000,4.97500000,1.44780000
4.00000000,PBUSR0,32.98689517,-96.93856168,0.58293000,4.77500000,1.29540000
4.00000000,PBUSR1,32.98689135,-96.93856751,0.40005000,4.47500000,1.06680000
4.00000000,PTWYL0,33.09720529,-96.82956807,0.17145000,3.97500000,0.68580000
5.00000000,PI30R0,32.89463286,-96.45942306,17.61861000,15.44618967,5.00000000
5.00000000,PCOLL0,33.02211602,-96.99335108,7.86861000,13.67500000,5.00000000
5.00000000,PH12L0,32.78802638,-96.69014445,2.01689200,11.87500000,0.69548575
5.00000000,PI30L0,32.77176954,-96.83687661,2.97180000,8.47500000,2.97180000
5.00000000,PBUSR0,32.98690748,-96.93849353,2.67843000,8.27500000,2.81940000
5.00000000,PBUSR1,32.98690935,-96.93850463,2.26695000,7.97500000,2.59080000
5.00000000,PTWYL0,33.09723155,-96.82951567,1.65735000,7.47500000,2.20980000
5.00000000,PBUSR2,32.98688126,-96.93857696,0.10668000,3.77500000,0.53340000
6.00000000,PI30R0,32.89458321,-96.45957759,22.61861000,15.44989746,5.00000000
6.00000000,PCOLL0,33.02217146,-96.99320395,12.86861000,15.44266848,5.00000000
6.00000000,PH12L0,32.78814938,-96.69013400,2.71237200,15.37500000,0.69548575
6.00000000,PI30L0,32.77176927,-96.83698691,7.36861000,11.97500000,5.00000000
6.00000000,PBUSR0,32.98688231,-96.93839000,6.86861000,11.77500000,5.00000000
6.00000000,PBUSR1,32.98689234,-96.93840222,6.11861000,11.47500000,5.00000000
6.00000000,PTWYL0,33.09722997,-96.82941657,4.86861000,10.97500000,5.00000000
6.00000000,PBUSR2,32.98691030,-96.93852945,1.44018000,7.27500000,2.05740000
7.00000000,PI30R0,32.89453356,-96.45973216,27.61861000,15.45360655,5.00000000
