# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PTWYL0,33.09719204,-96.82957354,0.00000000,3.00000000,0.00000000
1.00000000,PTWYL0,33.09721956,-96.82954805,0.80010000,5.07500000,1.52400000
1.00000000,PBUSL0,32.84909908,-96.56115366,0.22644200,4.97500000,0.23836723
1.00000000,PI30R0,32.89473500,-96.45893036,0.13716000,3.87500000,0.60960000
2.00000000,PTWYL0,33.09722577,-96.82947536,3.12420000,8.57500000,3.04800000
2.00000000,PBUSL0,32.84916032,-96.56115599,0.46480200,8.47500000,0.23836723
2.00000000,PI30R0,32.89476269,-96.45898027,1.54686000,7.37500000,2.13360000
2.00000000,PH12L0,32.78785006,-96.69015943,0.17387000,3.57500000,0.69548575
3.00000000,PTWYL0,33.09719069,-96.82937255,7.61861000,12.07500000,5.00000000
3.00000000,PBUSL0,32.84925301,-96.56115951,0.70316200,11.97500000,0.23836723
3.00000000,PI30R0,32.89476420,-96.45907806,4.61861000,10.87500000,5.00000000
3.00000000,PH12L0,32.78789862,-96.69015531,0.86935000,7.07500000,0.69548575
3.00000000,PBUSL1,32.84909908,-96.56115366,0.22644200,4.97500000,0.23836723
3.00000000,PI35R0,32.80660562,-96.82362643,0.11109000,4.57500000,0.14812095
3.00000000,PCENL0,33.17374811,-96.64011857,0.01143000,3.27500000,0.15240000
4.00000000,PTWYL0,33.09710705,-96.82926235,12.61861000,15.44248319,5.00000000
4.00000000,PBUSL0,32.84937717,-96.56116423,0.94152200,15.47500000,0.23836723
4.00000000,PI30R0,32.89472771,-96.45920687,9.61861000,14.37500000,5.00000000
4.00000000,PH12L0,32.78797856,-96.69014851,1.56483000,10.57500000,0.69548575
4.00000000,PBUSL1,32.84916032,-96.56115599,0.46480200,8.47500000,0.23836723
4.00000000,PI35R0,32.80663220,-96.82368720,0.25921000,8.07500000,0.14812095
4.00000000,PCENL0,33.17378244,-96.64015279,0.96393000,6.77500000,1.67640000
4.00000000,PI30L0,32.77175539,-96.83679712,0.45720000,4.57500000,1.14300000
