# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PTWYL0,33.09719204,-96.82957354,0.00000000,3.00000000,0.00000000
1.00000000,PTWYL0,33.09721956,-96.82954805,0.80010000,5.07500000,1.52400000
2.00000000,PTWYL0,33.09722577,-96.82947536,3.12420000,8.57500000,3.04800000
2.00000000,P635L0,32.79250496,-96.62999673,0.34671000,4.37500000,0.99060000
3.00000000,PTWYL0,33.09719069,-96.82937255,7.61861000,12.07500000,5.00000000
3.00000000,P635L0,32.79256021,-96.63000664,2.13741000,7.87500000,2.51460000
3.00000000,PTWYL1,33.09721372,-96.82955886,0.45720000,4.57500000,1.14300000
3.00000000,PCENR0,32.76810912,-96.78229371,0.24619200,3.47500000,1.23096552
4.00000000,PTWYL0,33.09710705,-96.82926235,12.61861000,15.44248319,5.00000000
4.00000000,P635L0,32.79264658,-96.63002214,5.86861000,11.37500000,5.00000000
4.00000000,PTWYL1,33.09722987,-96.82949405,2.40030000,8.07500000,2.66700000
4.00000000,PCENR0,32.76815398,-96.78231325,1.47715200,6.97500000,1.23096552
5.00000000,PTWYL0,33.09698939,-96.82917525,17.61861000,15.44618967,5.00000000
5.00000000,P635L0,32.79276407,-96.63004322,10.86861000,14.87500000,5.00000000
5.00000000,PTWYL1,33.09720981,-96.82939120,6.36861000,11.57500000,5.00000000
5.00000000,PCENR0,32.76822836,-96.78234577,2.70811200,10.47500000,1.23096552
6.00000000,PTWYL0,33.09685622,-96.82912989,22.61861000,15.44989746,5.00000000
6.00000000,P635L0,32.79290111,-96.63006781,15.86861000,15.44489225,5.00000000
6.00000000,PTWYL1,33.09714269,-96.82927229,11.36861000,15.07500000,5.00000000
6.00000000,PCENR0,32.76833230,-96.78239120,3.93907200,13.97500000,1.23096552
6.00000000,PI30L0,32.77175132,-96.83679199,0.29718000,4.27500000,0.91440000
7.00000000,PTWYL0,33.09671749,-96.82912268,27.61861000,15.45360655,5.00000000
7.00000000,P635L0,32.79303848,-96.63009246,20.86861000,15.44859958,5.00000000
