# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PCOLR0,33.17378337,-96.64029631,0.00000000,3.00000000,0.00000000
1.00000000,PCOLR0,33.17381089,-96.64032182,0.14812000,5.07500000,0.14812095
1.00000000,PI30L0,32.77175271,-96.83679358,0.34671000,4.37500000,0.99060000
2.00000000,PCOLR0,33.17381710,-96.64039457,0.29624000,8.57500000,0.14812095
2.00000000,PI30L0,32.77177249,-96.83685438,2.13741000,7.87500000,2.51460000
3.00000000,PCOLR0,33.17378202,-96.64049747,0.44436000,12.07500000,0.14812095
3.00000000,PI30L0,32.77177278,-96.83695825,5.86861000,11.37500000,5.00000000
3.00000000,P635R0,32.91267028,-96.90610898,0.08001000,3.67500000,0.45720000
4.00000000,PCOLR0,33.17371233,-96.64062161,0.59248000,15.57500000,0.14812095
4.00000000,PI30L0,32.77177242,-96.83709956,10.86861000,14.87500000,5.00000000
4.00000000,P635R0,32.91270058,-96.90606403,1.33731000,7.17500000,1.98120000
4.00000000,PH12R0,32.86872161,-96.71686712,0.10668000,3.77500000,0.53340000
5.00000000,PCOLR0,33.17362599,-96.64077521,0.74060000,18.00000000,0.14812095
5.00000000,PI30L0,32.77177200,-96.83726439,15.86861000,15.44489225,5.00000000
5.00000000,P635R0,32.91270827,-96.90596880,4.11861000,10.67500000,3.50520000
5.00000000,PH12R0,32.86875065,-96.71681966,1.44018000,7.27500000,2.05740000
5.00000000,PI35L0,33.18705898,-97.12695590,0.25146000,4.17500000,0.83820000
5.00000000,PNHWR0,32.87094887,-96.81892784,0.05715000,3.57500000,0.38100000
5.00000000,PNHWL0,33.02058675,-96.51713740,0.05715000,3.57500000,0.38100000
6.00000000,PCOLR0,33.17353574,-96.64093577,0.88872000,18.00000000,0.14812095
6.00000000,PI30L0,32.77177158,-96.83742960,20.86861000,15.44859958,5.00000000
6.00000000,P635R0,32.91267538,-96.90584127,9.11861000,14.17500000,5.00000000
6.00000000,PH12R0,32.86875525,-96.71672312,4.36861000,10.77500000,5.00000000
