# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PNHWR0,32.87094142,-96.81892784,0.00000000,3.00000000,0.00000000
1.00000000,PNHWR0,32.87097788,-96.81892784,0.80010000,5.07500000,1.52400000
1.00000000,PCOLR0,33.17380505,-96.64031100,0.11109000,4.57500000,0.14812095
1.00000000,PCOLL0,33.02202009,-96.99357290,0.29718000,4.27500000,0.91440000
1.00000000,PNHWR1,32.87095562,-96.81892784,0.17145000,3.97500000,0.68580000
1.00000000,PI30L0,32.77173513,-96.83678261,0.00381000,3.17500000,0.07620000
2.00000000,PNHWR0,32.87104004,-96.81892784,3.12420000,8.57500000,3.04800000
2.00000000,PCOLR0,33.17382120,-96.64037587,0.25921000,8.07500000,0.14812095
2.00000000,PCOLL0,33.02204634,-96.99351582,2.01168000,7.77500000,2.43840000
2.00000000,PNHWR1,32.87100789,-96.81892784,1.65735000,7.47500000,2.20980000
2.00000000,PI30L0,32.77177020,-96.83681380,0.88011000,6.67500000,1.60020000
2.00000000,PCOLL1,33.02202148,-96.99357131,0.34671000,4.37500000,0.99060000
3.00000000,PNHWR0,32.87113368,-96.81892784,7.61861000,12.07500000,5.00000000
3.00000000,PCOLR0,33.17380114,-96.64047881,0.40733000,11.57500000,0.14812095
3.00000000,PCOLL0,33.02208177,-96.99342178,5.61861000,11.27500000,5.00000000
3.00000000,PNHWR1,32.87109164,-96.81892784,4.86861000,10.97500000,5.00000000
3.00000000,PI30L0,32.77179304,-96.83689972,3.28041000,10.17500000,3.12420000
3.00000000,PCOLL1,33.02204734,-96.99351262,2.13741000,7.87500000,2.51460000
3.00000000,P635R0,32.91268686,-96.90609070,0.65151000,4.87500000,1.37160000
4.00000000,PNHWR0,32.87125874,-96.81892784,12.61861000,15.44248319,5.00000000
4.00000000,PCOLR0,33.17373788,-96.64060128,0.55545000,15.07500000,0.14812095
4.00000000,PCOLL0,33.02213011,-96.99329350,10.61861000,14.77500000,5.00000000
4.00000000,PNHWR1,32.87120687,-96.81892784,9.86861000,14.47500000,5.00000000
4.00000000,PI30L0,32.77179366,-96.83702817,7.86861000,13.67500000,5.00000000
4.00000000,PCOLL1,33.02208314,-96.99341760,5.86861000,11.37500000,5.00000000
4.00000000,P635R0,32.91269718,-96.90602103,2.82321000,8.37500000,2.89560000
4.00000000,PI30R0,32.89474491,-96.45894065,0.45720000,4.57500000,1.14300000
5.00000000,PNHWR0,32.87139764,-96.81892784,17.61861000,15.44618967,5.00000000
5.00000000,PCOLR0,33.17365334,-96.64075153,0.70357000,18.00000000,0.14812095
5.00000000,PCOLL0,33.02218687,-96.99314288,15.61861000,15.44470692,5.00000000
5.00000000,PNHWR1,32.87134475,-96.81892784,14.86861000,15.44415094,5.00000000
5.00000000,PI30L0,32.77179320,-96.83718903,12.86861000,15.44266848,5.00000000
5.00000000,PCOLL1,33.02213185,-96.99328834,10.86861000,14.87500000,5.00000000
5.00000000,P635R0,32.91266873,-96.90591770,7.11861000,11.87500000,5.00000000
5.00000000,PI30R0,32.89476106,-96.45900531,2.40030000,8.07500000,2.66700000
