# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PCOLR0,33.17378337,-96.64029631,0.00000000,3.00000000,0.00000000
1.00000000,PCOLR0,33.17381089,-96.64032182,0.14812000,5.07500000,0.14812095
1.00000000,PTWYR0,32.77836261,-96.80584123,0.05310300,3.37500000,0.35402222
2.00000000,PCOLR0,33.17381710,-96.64039457,0.29624000,8.57500000,0.14812095
2.00000000,PTWYR0,32.77840949,-96.80584134,0.40712300,6.87500000,0.35402222
2.00000000,PI30L0,32.77176018,-96.83680552,0.72390000,4.97500000,1.44780000
2.00000000,PBUSR0,32.98687529,-96.93857963,0.02286000,3.37500000,0.22860000
3.00000000,PCOLR0,33.17378202,-96.64049747,0.44436000,12.07500000,0.14812095
3.00000000,PTWYR0,32.77848784,-96.80584151,0.76114300,10.37500000,0.35402222
3.00000000,PI30L0,32.77176954,-96.83687661,2.97180000,8.47500000,2.97180000
3.00000000,PBUSR0,32.98690878,-96.93854267,1.05156000,6.87500000,1.75260000
3.00000000,PNHWL0,33.02058675,-96.51713740,0.05715000,3.57500000,0.38100000
3.00000000,PNHWL1,33.02058217,-96.51713740,0.01143000,3.27500000,0.15240000
3.00000000,PH12L0,32.78784405,-96.69015994,0.03477400,3.17500000,0.69548575
4.00000000,PCOLR0,33.17371233,-96.64062161,0.59248000,15.57500000,0.14812095
4.00000000,PTWYR0,32.77859767,-96.80584176,1.11516300,13.87500000,0.35402222
4.00000000,PI30L0,32.77176927,-96.83698691,7.36861000,11.97500000,5.00000000
4.00000000,PBUSR0,32.98692563,-96.93845238,3.60426000,10.37500000,3.27660000
4.00000000,PNHWL0,33.02063543,-96.51713740,1.23825000,7.07500000,1.90500000
4.00000000,PNHWL1,33.02062814,-96.51713740,0.96393000,6.77500000,1.67640000
4.00000000,PH12L0,32.78788902,-96.69015612,0.73025400,6.67500000,0.69548575
4.00000000,PI35L0,33.18706041,-97.12695442,0.29718000,4.27500000,0.91440000
5.00000000,PCOLR0,33.17362599,-96.64077521,0.74060000,18.00000000,0.14812095
