# 
# simt, id, lat, lon, alt, tas, vs
0.00000000,PCENL0,33.17374526,-96.64011822,0.00000000,3.00000000,0.00000000
1.00000000,PCENL0,33.17377278,-96.64014373,0.80010000,5.07500000,1.52400000
2.00000000,PCENL0,33.17377899,-96.64021648,3.12420000,8.57500000,3.04800000
3.00000000,PCENL0,33.17374391,-96.64031938,7.61861000,12.07500000,5.00000000
3.00000000,PI35R0,32.80658972,-96.82361299,0.02962400,3.47500000,0.14812095
4.00000000,PCENL0,33.17366027,-96.64042968,12.61861000,15.44248319,5.00000000
4.00000000,PI35R0,32.80662225,-96.82365261,0.17774400,6.97500000,0.14812095
4.00000000,P635L0,32.79248353,-96.62999304,0.00000000,3.00000000,0.00000000
5.00000000,PCENL0,33.17354261,-96.64051686,17.61861000,15.44618967,5.00000000
5.00000000,PI35R0,32.80665703,-96.82373734,0.32586400,10.47500000,0.14812095
5.00000000,P635L0,32.79251959,-96.62999935,0.80010000,5.07500000,1.52400000
5.00000000,PTWYL0,33.09719489,-96.82957319,0.01143000,3.27500000,0.15240000
6.00000000,PCENL0,33.17341036,-96.64056705,22.61861000,15.44989746,5.00000000
6.00000000,PI35R0,32.80670564,-96.82385571,0.47398400,13.97500000,0.14812095
6.00000000,P635L0,32.79258106,-96.63001038,3.12420000,8.57500000,3.04800000
6.00000000,PTWYL0,33.09722922,-96.82953900,0.96393000,6.77500000,1.67640000
7.00000000,PCENL0,33.17327634,-96.64061094,27.61861000,15.45360655,5.00000000
7.00000000,PI35R0,32.80676805,-96.82400773,0.62210400,17.47500000,0.14812095
7.00000000,P635L0,32.79267366,-96.63002700,7.61861000,12.07500000,5.00000000
7.00000000,PTWYL0,33.09724909,-96.82945059,3.44043000,10.27500000,3.20040000
8.00000000,PCENL0,33.17314229,-96.64065485,32.61861000,15.45731695,5.00000000
8.00000000,PI35R0,32.80683900,-96.82418053,0.77022400,18.00000000,0.14812095
8.00000000,P635L0,32.79279732,-96.63004919,12.61861000,15.44248319,5.00000000
8.00000000,PTWYL0,33.09723318,-96.82932263,8.11861000,13.77500000,5.00000000
8.00000000,PI30R0,32.89474084,-96.45893551,0.29718000,4.27500000,0.91440000
9.00000000,PCENL0,33.17300821,-96.64069876,37.61861000,15.46102866,5.00000000
9.00000000,PI35R0,32.80691005,-96.82435358,0.91834400,18.00000000,0.14812095
9.00000000,P635L0,32.79293466,-96.63007383,17.61861000,15.44618967,5.00000000
9.00000000,PTWYL0,33.09717398,-96.82917750,13.11861000,15.44285378,5.00000000
9.00000000,PI30R0,32.89476234,-96.45899438,2.01168000,7.77500000,2.43840000
10.00000000,PCENL0,33.17287410,-96.64074269,42.61861000,15.46474168,5.00000000
10.00000000,PI35R0,32.80698111,-96.82452664,1.06646400,18.00000000,0.14812095
10.00000000,P635L0,32.79307203,-96.63009848,22.61861000,15.44989746,5.00000000
10.00000000,PTWYL0,33.09708177,-96.82905421,18.11861000,15.44656039,5.00000000
10.00000000,PI30R0,32.89475148,-96.45909568,5.61861000,11.27500000,5.00000000
11.00000000,PCENL0,33.17273995,-96.64078662,47.61861000,15.46845601,5.00000000
11.00000000,PI35R0,32.80705216,-96.82469969,1.21458400,18.00000000,0.14812095
11.00000000,P635L0,32.79320944,-96.63012314,27.61861000,15.45360655,5.00000000
11.00000000,PTWYL0,33.09696480,-96.82896571,23.11861000,15.45026831,5.00000000
11.00000000,PI30R0,32.89470957,-96.45922695,10.61861000,14.77500000,5.00000000
